title,text,summary,url,published_at,category,source
Глыбы льда рухнули на двух младенцев в России,Глыбы льда рухнули на двух младенцев в России,Глыбы льда рухнули на двух младенцев в России,https://lenta.ru/news/2026/03/17/glyby-lda-ruhnuli-na-dvuh-mladentsev-v-rossii/,2026-03-17 14:56:00,Экономика,parsed_rss:lenta
Риски начала следующей военной операции Трампом оценили,Риски начала следующей военной операции Трампом оценили,Риски начала следующей военной операции Трампом оценили,https://lenta.ru/news/2026/03/17/riski-nachala-sleduyuschey-voennoy-operatsii-trampom-otsenili/,2026-03-17 14:53:00,Мир,parsed_rss:lenta
Бывшая невеста Лепса вышла на подиум в свадебном платье,Бывшая невеста Лепса вышла на подиум в свадебном платье,Бывшая невеста Лепса вышла на подиум в свадебном платье,https://lenta.ru/news/2026/03/17/byvshaya-nevesta-lepsa-vyshla-na-podium-v-svadebnom-platie/,2026-03-17 14:52:00,Ценности,parsed_rss:lenta
Зеленский встретился с Карлом III,Зеленский встретился с Карлом III,Зеленский встретился с Карлом III,https://lenta.ru/news/2026/03/17/zelenskiy-vstretilsya-s-charlzom-iii/,2026-03-17 14:51:00,Бывший СССР,parsed_rss:lenta
«Мисс Россия» раскрыла отношение преподавателей медвуза к ее участию в конкурсах красоты,«Мисс Россия» раскрыла отношение преподавателей медвуза к ее участию в конкурсах красоты,«Мисс Россия» раскрыла отношение преподавателей медвуза к ее участию в конкурсах красоты,https://lenta.ru/news/2026/03/17/miss-rossiya-raskryla-otnoshenie-prepodavateley-medvuza-ee-uchastiyu-v-konkursah-krasoty/,2026-03-17 14:49:00,Из жизни,parsed_rss:lenta
США не учли эффективность беспилотников Ирана,США не учли эффективность беспилотников Ирана,США не учли эффективность беспилотников Ирана,https://lenta.ru/news/2026/03/17/ssha-ne-uchli-effektivnost-bespilotnikov-irana/,2026-03-17 14:49:00,Мир,parsed_rss:lenta
Профицит внешней торговли России резко упал,Профицит внешней торговли России резко упал,Профицит внешней торговли России резко упал,https://lenta.ru/news/2026/03/17/profitsit-vneshney-torgovli-rossii-rezko-upal/,2026-03-17 14:48:00,Экономика,parsed_rss:lenta
Крупный чиновник США разочаровался из-за операции в Иране и уволился,Крупный чиновник США разочаровался из-за операции в Иране и уволился,Крупный чиновник США разочаровался из-за операции в Иране и уволился,https://lenta.ru/news/2026/03/17/krupnyy-chinovnik-v-ssha-uvolilsya-iz-za-nesoglasiya-s-resheniem-trampa/,2026-03-17 14:48:00,Мир,parsed_rss:lenta
Промес признался в нападении на двоюродного брата,Промес признался в нападении на двоюродного брата,Промес признался в нападении на двоюродного брата,https://lenta.ru/news/2026/03/17/promes-priznalsya-v-napadenii-na-dvoyurodnogo-brata/,2026-03-17 14:44:00,Спорт,parsed_rss:lenta
Конфликт в Иране приведет к глобальному голоду,Конфликт в Иране приведет к глобальному голоду,Конфликт в Иране приведет к глобальному голоду,https://lenta.ru/news/2026/03/17/konflikt-v-irane-privedet-k-globalnomu-golodu/,2026-03-17 14:39:00,Экономика,parsed_rss:lenta
В России высказались о последствиях конфликта в Иране для Европы,В России высказались о последствиях конфликта в Иране для Европы,В России высказались о последствиях конфликта в Иране для Европы,https://lenta.ru/news/2026/03/17/v-rossii-vyskazalis-o-posledstviyah-konflikta-v-irane-dlya-evropy/,2026-03-17 14:37:00,Россия,parsed_rss:lenta
Машу Распутину захотели оставить без дома,Машу Распутину захотели оставить без дома,Машу Распутину захотели оставить без дома,https://lenta.ru/news/2026/03/17/rasputina/,2026-03-17 14:36:00,Экономика,parsed_rss:lenta
Курс доллара превысил 83 рубля,Курс доллара превысил 83 рубля,Курс доллара превысил 83 рубля,https://lenta.ru/news/2026/03/17/rubl-zhivi/,2026-03-17 14:35:12,Экономика,parsed_rss:lenta
На Украине подтвердили приближение армии России к Славянску,На Украине подтвердили приближение армии России к Славянску,На Украине подтвердили приближение армии России к Славянску,https://lenta.ru/news/2026/03/17/na-ukraine-podtverdili-priblizhenie-armii-rossii-k-slavyansku/,2026-03-17 14:35:00,Бывший СССР,parsed_rss:lenta
Турция выступила с предложением по Украине,Турция выступила с предложением по Украине,Турция выступила с предложением по Украине,https://lenta.ru/news/2026/03/17/turtsiya-vystupila-s-predlozheniem-po-ukraine/,2026-03-17 14:34:00,Мир,parsed_rss:lenta
Врач сделала предостережение любителям чистить зубы раз в день,Врач сделала предостережение любителям чистить зубы раз в день,Врач сделала предостережение любителям чистить зубы раз в день,https://lenta.ru/news/2026/03/17/vrach-sdelala-predosterezhenie-lyubitelyam-chistit-zuby-raz-v-den/,2026-03-17 14:34:00,Забота о себе,parsed_rss:lenta
Афера с объектом культурного наследия и другие махинации стоили чиновнице свободы,Афера с объектом культурного наследия и другие махинации стоили чиновнице свободы,Афера с объектом культурного наследия и другие махинации стоили чиновнице свободы,https://lenta.ru/news/2026/03/17/afera-s-ob-ektom-kulturnogo-naslediya-i-drugie-mahinatsii-stoili-chinovnitse-svobody/,2026-03-17 14:32:00,Силовые структуры,parsed_rss:lenta
В Сибири объяснили изъятие животных у местных жителей. Тема убоя скота дошла до Кремля,В Сибири объяснили изъятие животных у местных жителей. Тема убоя скота дошла до Кремля,В Сибири объяснили изъятие животных у местных жителей. Тема убоя скота дошла до Кремля,https://lenta.ru/news/2026/03/17/v-kremle-vpervye-prokommentirovali-situatsiyu-s-uboem-skota-v-novosibirskoy-oblasti-1/,2026-03-17 14:32:00,Россия,parsed_rss:lenta
Пьющим в поездах россиянам пригрозили наказанием,Пьющим в поездах россиянам пригрозили наказанием,Пьющим в поездах россиянам пригрозили наказанием,https://lenta.ru/news/2026/03/17/pyuschim-v-poezdah-rossiyanam-prigrozili-nakazaniem/,2026-03-17 14:29:00,Путешествия,parsed_rss:lenta
В Госдуме назвали причастных к распаду СССР,В Госдуме назвали причастных к распаду СССР,В Госдуме назвали причастных к распаду СССР,https://lenta.ru/news/2026/03/17/v-gosdume-nazvali-prichastnyh-k-raspadu-sssr/,2026-03-17 14:29:00,Россия,parsed_rss:lenta
Семикратный чемпион «Формулы-1» подогрел слухи о романе с Ким Кардашьян,Семикратный чемпион «Формулы-1» подогрел слухи о романе с Ким Кардашьян,Семикратный чемпион «Формулы-1» подогрел слухи о романе с Ким Кардашьян,https://lenta.ru/news/2026/03/17/semikratnyy-chempion-formuly-1-podogrel-sluhi-o-romane-s-kim-kardashyan/,2026-03-17 14:26:00,Ценности,parsed_rss:lenta
Ушедший из России автогигант зарегистрировал в России популярный товарный знак,Ушедший из России автогигант зарегистрировал в России популярный товарный знак,Ушедший из России автогигант зарегистрировал в России популярный товарный знак,https://lenta.ru/news/2026/03/17/ushedshiy-iz-rossii-avtogigant-zaregistriroval-v-rossii-populyarnyy-tovarnyy-znak/,2026-03-17 14:21:00,Авто,parsed_rss:lenta
Россиянин с двумя ножами прыгал по крышам машин и угрожал расправой,Россиянин с двумя ножами прыгал по крышам машин и угрожал расправой,Россиянин с двумя ножами прыгал по крышам машин и угрожал расправой,https://lenta.ru/news/2026/03/17/rossiyanin-s-dvumya-nozhami-prygal-po-krysham-mashin-i-ugrozhal-raspravoy/,2026-03-17 14:18:00,Силовые структуры,parsed_rss:lenta
Раскрыта причина отказа Европы помогать Трампу в Ормузском проливе,Раскрыта причина отказа Европы помогать Трампу в Ормузском проливе,Раскрыта причина отказа Европы помогать Трампу в Ормузском проливе,https://lenta.ru/news/2026/03/17/raskryta-prichina-otkaza-evropy-pomogat-trampu-v-ormuzskom-prolive/,2026-03-17 14:16:00,Мир,parsed_rss:lenta
Доктор Мясников рассказал о вызывавшей у него смех привычке американцев и французов,Доктор Мясников рассказал о вызывавшей у него смех привычке американцев и французов,Доктор Мясников рассказал о вызывавшей у него смех привычке американцев и французов,https://lenta.ru/news/2026/03/17/smeyalsya/,2026-03-17 14:16:00,Интернет и СМИ,parsed_rss:lenta
Аферисты превратили российскую студентку в киллера,Аферисты превратили российскую студентку в киллера,Аферисты превратили российскую студентку в киллера,https://lenta.ru/news/2026/03/17/aferisty-prevratili-rossiyskuyu-studentku-v-killera/,2026-03-17 14:13:00,Силовые структуры,parsed_rss:lenta
США объяснили побег американских кораблей из Персидского залива,США объяснили побег американских кораблей из Персидского залива,США объяснили побег американских кораблей из Персидского залива,https://lenta.ru/news/2026/03/17/ssha-ob-yasnili-pobeg-amerikanskih-korabley-iz-persidskogo-zaliva/,2026-03-17 14:07:00,Наука и техника,parsed_rss:lenta
Москалькова отреагировала на указ Путина о помиловании 23 россиянок,Москалькова отреагировала на указ Путина о помиловании 23 россиянок,Москалькова отреагировала на указ Путина о помиловании 23 россиянок,https://lenta.ru/news/2026/03/17/moskalkova-otreagirovala-na-ukaz-putina-o-pomilovanii-23-rossiyanok/,2026-03-17 14:07:00,Россия,parsed_rss:lenta
В Японии назвали условие возобновления импорта российской нефти,В Японии назвали условие возобновления импорта российской нефти,В Японии назвали условие возобновления импорта российской нефти,https://lenta.ru/news/2026/03/17/v-yaponii-nazvali-uslovie-vozobnovleniya-importa-rossiyskoy-nefti/,2026-03-17 14:06:00,Экономика,parsed_rss:lenta
"Пассажиры отказались переплачивать за багаж, нагло вломились в самолет и попались","Пассажиры отказались переплачивать за багаж, нагло вломились в самолет и попались","Пассажиры отказались переплачивать за багаж, нагло вломились в самолет и попались",https://lenta.ru/news/2026/03/17/passazhiry-otkazalis-pereplachivat-za-bagazh-naglo-vlomilis-v-samolet-i-popalis/,2026-03-17 14:05:29,Путешествия,parsed_rss:lenta
Канада ответила на призыв Трампа,Канада ответила на призыв Трампа,Канада ответила на призыв Трампа,https://lenta.ru/news/2026/03/17/kanada-otvetila-na-prizyv-trampa/,2026-03-17 14:04:00,Мир,parsed_rss:lenta
В Чистой Слободе пожаловались на грязный воздух,В Чистой Слободе пожаловались на грязный воздух,В Чистой Слободе пожаловались на грязный воздух,https://lenta.ru/news/2026/03/17/v-chistoy-slobode-pozhalovalis-na-gryaznyy-vozduh/,2026-03-17 13:55:00,Экономика,parsed_rss:lenta
Самолет часами кружил над российским городом и сел в другом месте для дозаправки,Самолет часами кружил над российским городом и сел в другом месте для дозаправки,Самолет часами кружил над российским городом и сел в другом месте для дозаправки,https://lenta.ru/news/2026/03/17/samolet-chasami-kruzhil-nad-rossiyskim-gorodom-i-sel-v-drugom-meste-dlya-dozapravki/,2026-03-17 13:54:00,Путешествия,parsed_rss:lenta
Обманувшие на 106 миллионов рублей юную россиянку аферисты попали на видео,Обманувшие на 106 миллионов рублей юную россиянку аферисты попали на видео,Обманувшие на 106 миллионов рублей юную россиянку аферисты попали на видео,https://lenta.ru/news/2026/03/17/obmanuvshie-na-106-millionov-rubley-yunuyu-rossiyanku-aferisty-popali-na-video/,2026-03-17 13:54:00,Силовые структуры,parsed_rss:lenta
Жену Безоса и мать Кардашьян на афтепати «Оскара» описали фразой «Безос может перепутать»,Жену Безоса и мать Кардашьян на афтепати «Оскара» описали фразой «Безос может перепутать»,Жену Безоса и мать Кардашьян на афтепати «Оскара» описали фразой «Безос может перепутать»,https://lenta.ru/news/2026/03/17/zhenu-bezosa-i-mat-kardashyan-na-aftepati-oskara-opisali-frazoy-on-mozhet-pereputat/,2026-03-17 13:50:00,Ценности,parsed_rss:lenta
Страна НАТО выступила с предложением к США и Ирану,Страна НАТО выступила с предложением к США и Ирану,Страна НАТО выступила с предложением к США и Ирану,https://lenta.ru/news/2026/03/17/strana-nato-vystupila-s-predlozheniem-k-ssha-i-iranu/,2026-03-17 13:50:00,Мир,parsed_rss:lenta
Коростелев рассказал о провокации со стороны лыжника из Прибалтики на Олимпиаде,Коростелев рассказал о провокации со стороны лыжника из Прибалтики на Олимпиаде,Коростелев рассказал о провокации со стороны лыжника из Прибалтики на Олимпиаде,https://lenta.ru/news/2026/03/17/korostelev-rasskazal-o-provokatsii-so-storony-lyzhnika-iz-pribaltiki-na-olimpiade/,2026-03-17 13:45:00,Спорт,parsed_rss:lenta
На Западе возмутились заявлением Каллас о России,На Западе возмутились заявлением Каллас о России,На Западе возмутились заявлением Каллас о России,https://lenta.ru/news/2026/03/17/na-zapade-vozmutilis-zayavleniyu-kallas-o-rossii/,2026-03-17 13:44:00,Мир,parsed_rss:lenta
Женщина купила дорогого щенка и вырастила из него лисицу,Женщина купила дорогого щенка и вырастила из него лисицу,Женщина купила дорогого щенка и вырастила из него лисицу,https://lenta.ru/news/2026/03/17/zhenschina-kupila-dorogogo-schenka-i-vyrastila-iz-nego-lisitsu/,2026-03-17 13:42:00,Из жизни,parsed_rss:lenta
Российскому ЦБ упростят выход из процедуры по предотвращению банкротства банков,Российскому ЦБ упростят выход из процедуры по предотвращению банкротства банков,Российскому ЦБ упростят выход из процедуры по предотвращению банкротства банков,https://lenta.ru/news/2026/03/17/gosduma-podderzhala-uproschenie-vyhoda-tsb-iz-protsedury-bankrotstva-bankov/,2026-03-17 13:42:00,Экономика,parsed_rss:lenta
В Крыму отреагировали на позицию Турции по полуострову,В Крыму отреагировали на позицию Турции по полуострову,В Крыму отреагировали на позицию Турции по полуострову,https://lenta.ru/news/2026/03/17/v-krymu-otreagirovali-na-pozitsiyu-turtsii-po-poluostrovu/,2026-03-17 13:41:00,Россия,parsed_rss:lenta
В России ответили на вопрос об участии страны в гонке вооружений,В России ответили на вопрос об участии страны в гонке вооружений,В России ответили на вопрос об участии страны в гонке вооружений,https://lenta.ru/news/2026/03/17/v-rossii-otvetili-na-vopros-ob-uchastii-strany-v-gonke-vooruzheniy/,2026-03-17 13:39:00,Россия,parsed_rss:lenta
Венгрия анонсировала начало борьбы с Евросоюзом,Венгрия анонсировала начало борьбы с Евросоюзом,Венгрия анонсировала начало борьбы с Евросоюзом,https://lenta.ru/news/2026/03/17/vengriya-anonsirovala-nachalo-borby-s-evrosoyuzom/,2026-03-17 13:39:00,Мир,parsed_rss:lenta
В российском регионе решили заплатить лишившимся скота фермерам,В российском регионе решили заплатить лишившимся скота фермерам,В российском регионе решили заплатить лишившимся скота фермерам,https://lenta.ru/news/2026/03/17/poluchite/,2026-03-17 13:38:00,Экономика,parsed_rss:lenta
Ощутимое землетрясение в российском регионе попало на видео,Ощутимое землетрясение в российском регионе попало на видео,Ощутимое землетрясение в российском регионе попало на видео,https://lenta.ru/news/2026/03/17/oschutimoe-zemletryasenie-v-rossiyskom-regione-popalo-na-video/,2026-03-17 13:38:00,Экономика,parsed_rss:lenta
Раскрыт возможный срок для расправившегося над москвичкой футболиста,Раскрыт возможный срок для расправившегося над москвичкой футболиста,Раскрыт возможный срок для расправившегося над москвичкой футболиста,https://lenta.ru/news/2026/03/17/raskryt-vozmozhnyy-srok-dlya-raspravivshegosya-nad-moskvichkoy-futbolista/,2026-03-17 13:37:00,Силовые структуры,parsed_rss:lenta
Россиян предупредили об опасностях во враждебных странах Европы,Россиян предупредили об опасностях во враждебных странах Европы,Россиян предупредили об опасностях во враждебных странах Европы,https://lenta.ru/news/2026/03/17/rossiyan-predupredili-ob-opasnostyah-vo-vrazhdebnyh-stranah-evropy/,2026-03-17 13:35:00,Путешествия,parsed_rss:lenta
Любовь к острой пище связали с развитием одного вида рака,Любовь к острой пище связали с развитием одного вида рака,Любовь к острой пище связали с развитием одного вида рака,https://lenta.ru/news/2026/03/17/lyubov-k-ostroy-pische-svyazali-s-razvitiem-odnogo-vida-raka/,2026-03-17 13:34:21,Забота о себе,parsed_rss:lenta
В Госдуме отреагировали на срыв выступления российской балерины в Риме,В Госдуме отреагировали на срыв выступления российской балерины в Риме,В Госдуме отреагировали на срыв выступления российской балерины в Риме,https://lenta.ru/news/2026/03/17/v-gosdume-otreagirovali-na-sryv-vystupleniya-rossiyskoy-baleriny-v-rime/,2026-03-17 13:32:00,Культура,parsed_rss:lenta
Россиян предупредили об опасном половодье,Россиян предупредили об опасном половодье,Россиян предупредили об опасном половодье,https://lenta.ru/news/2026/03/17/rossiyan-predupredili-ob-opasnom-polovodie/,2026-03-17 13:29:00,Экономика,parsed_rss:lenta
Назван срок полного исчезновения сугробов в Москве,Назван срок полного исчезновения сугробов в Москве,Назван срок полного исчезновения сугробов в Москве,https://lenta.ru/news/2026/03/17/sneg-msk/,2026-03-17 13:22:59,Экономика,parsed_rss:lenta
Блогер Лерчек закрыла долг перед налоговой,Блогер Лерчек закрыла долг перед налоговой,Блогер Лерчек закрыла долг перед налоговой,https://lenta.ru/news/2026/03/17/bloger-lerchek-zakryla-dolg-pered-nalogovoy/,2026-03-17 13:21:00,Силовые структуры,parsed_rss:lenta
Телеведущая согласилась сняться в популярном шоу и испытала мучения,Телеведущая согласилась сняться в популярном шоу и испытала мучения,Телеведущая согласилась сняться в популярном шоу и испытала мучения,https://lenta.ru/news/2026/03/17/dancing-on-ice/,2026-03-17 13:19:00,Интернет и СМИ,parsed_rss:lenta
Раскрыты детали атаки Израиля на серого кардинала Ирана,Раскрыты детали атаки Израиля на серого кардинала Ирана,Раскрыты детали атаки Израиля на серого кардинала Ирана,https://lenta.ru/news/2026/03/17/raskryty-detali-ataki-izrailya-na-serogo-kardinala-irana/,2026-03-17 13:16:00,Мир,parsed_rss:lenta
Россияне сняли со счетов максимальную сумму,Россияне сняли со счетов максимальную сумму,Россияне сняли со счетов максимальную сумму,https://lenta.ru/news/2026/03/17/rossiyane-snyali-so-schetov-maksimalnuyu-summu/,2026-03-17 13:15:00,Экономика,parsed_rss:lenta
Одна из самых красивых девушек России назвала себя гадким утенком,Одна из самых красивых девушек России назвала себя гадким утенком,Одна из самых красивых девушек России назвала себя гадким утенком,https://lenta.ru/news/2026/03/17/odna-iz-samyh-krasivyh-devushek-rossii-nazvala-sebya-gadkim-utenkom/,2026-03-17 13:14:00,Из жизни,parsed_rss:lenta
Раскрыта цена дорогостоящего наряда Ольги Серябкиной,Раскрыта цена дорогостоящего наряда Ольги Серябкиной,Раскрыта цена дорогостоящего наряда Ольги Серябкиной,https://lenta.ru/news/2026/03/17/raskryta-tsena-dorogostoyaschego-naryada-olgi-seryabkinoy/,2026-03-17 13:13:00,Ценности,parsed_rss:lenta
Раскрыта неожиданная деталь о сером кардинале Ирана,Раскрыта неожиданная деталь о сером кардинале Ирана,Раскрыта неожиданная деталь о сером кардинале Ирана,https://lenta.ru/news/2026/03/17/stala-izvestna-neozhidannaya/,2026-03-17 13:13:00,Мир,parsed_rss:lenta
В России высказались о возобновлении контактов с Telegram,В России высказались о возобновлении контактов с Telegram,В России высказались о возобновлении контактов с Telegram,https://lenta.ru/news/2026/03/17/v-rossii-vyskazalis-o-vozobnovlenii-kontaktov-s-telegram/,2026-03-17 13:13:00,Россия,parsed_rss:lenta
Появились подробности обнаружения тела третьего пропавшего под Москвой ребенка,Появились подробности обнаружения тела третьего пропавшего под Москвой ребенка,Появились подробности обнаружения тела третьего пропавшего под Москвой ребенка,https://lenta.ru/news/2026/03/17/poyavilis-podrobnosti-obnaruzheniya-tela-tretiego-propavshego-pod-moskvoy-rebenka/,2026-03-17 13:10:00,Россия,parsed_rss:lenta
В США назвали Су-57 угрозой для F-35,В США назвали Су-57 угрозой для F-35,В США назвали Су-57 угрозой для F-35,https://lenta.ru/news/2026/03/17/v-ssha-nazvali-su-57-ugrozoy-dlya-f-35/,2026-03-17 13:07:00,Наука и техника,parsed_rss:lenta
Продажи слабоалкогольных напитков в России рухнули,Продажи слабоалкогольных напитков в России рухнули,Продажи слабоалкогольных напитков в России рухнули,https://lenta.ru/news/2026/03/17/upalo/,2026-03-17 13:07:00,Экономика,parsed_rss:lenta
ФИФА отказалась идти на уступки сборной Ирана,ФИФА отказалась идти на уступки сборной Ирана,ФИФА отказалась идти на уступки сборной Ирана,https://lenta.ru/news/2026/03/17/fifa-otkazalas-idti-na-ustupki-sbornoy-irana/,2026-03-17 13:06:00,Спорт,parsed_rss:lenta
В мессенджерах выявили новую мошенническую схему при покупке автомобиля,В мессенджерах выявили новую мошенническую схему при покупке автомобиля,В мессенджерах выявили новую мошенническую схему при покупке автомобиля,https://lenta.ru/news/2026/03/17/v-messendzherah-vyyavili-novuyu-moshennicheskuyu-shemu-pri-pokupke-avtomobilya/,2026-03-17 13:05:00,Авто,parsed_rss:lenta
В России объявили в розыск главного редактора «Медузы»,В России объявили в розыск главного редактора «Медузы»,В России объявили в розыск главного редактора «Медузы»,https://lenta.ru/news/2026/03/17/v-rossii-ob-yavili-v-rozysk-glavnogo-redaktora-meduzy/,2026-03-17 13:02:00,Силовые структуры,parsed_rss:lenta
Влюбленные получили удар током при столкновении воздушного шара с линией электропередачи,Влюбленные получили удар током при столкновении воздушного шара с линией электропередачи,Влюбленные получили удар током при столкновении воздушного шара с линией электропередачи,https://lenta.ru/news/2026/03/17/vlyublennye-poluchili-udar-tokom-pri-stolknovenii-vozdushnogo-shara-s-liniey-elektroperedach/,2026-03-17 13:02:00,Путешествия,parsed_rss:lenta
МВД объявило в розыск выселенного из служебной квартиры бывшего российского депутата,МВД объявило в розыск выселенного из служебной квартиры бывшего российского депутата,МВД объявило в розыск выселенного из служебной квартиры бывшего российского депутата,https://lenta.ru/news/2026/03/17/mvd-ob-yavilo-v-rozysk-vyselennogo-iz-sluzhebnoy-kvartiry-byvshego-rossiyskogo-deputata/,2026-03-17 13:01:00,Силовые структуры,parsed_rss:lenta
Акции Сбера ускорили рост после слов Грефа о прибыли и дивидендах,Акции Сбера ускорили рост после слов Грефа о прибыли и дивидендах,Акции Сбера ускорили рост после слов Грефа о прибыли и дивидендах,https://lenta.ru/news/2026/03/17/aktsii-sbera-uskorili-rost-posle-slov-grefa-o-pribyli-i-dividendah/,2026-03-17 13:00:00,Экономика,parsed_rss:lenta
В Новосибирской области назвали причины приведшей к убою скота неизлечимой болезни,В Новосибирской области назвали причины приведшей к убою скота неизлечимой болезни,В Новосибирской области назвали причины приведшей к убою скота неизлечимой болезни,https://lenta.ru/news/2026/03/17/v-novosibirskoy-oblasti-nazvali-prichiny-privedshey-k-uboyu-neizlechimoy-bolezni/,2026-03-17 13:00:00,Россия,parsed_rss:lenta
Зеленский пообещал отремонтировать «Дружбу» за полтора месяца,Зеленский пообещал отремонтировать «Дружбу» за полтора месяца,Зеленский пообещал отремонтировать «Дружбу» за полтора месяца,https://lenta.ru/news/2026/03/17/zelenskiy-poobeschal-otremontirovat-druzhbu-za-poltora-mesyatsa/,2026-03-17 12:53:12,Бывший СССР,parsed_rss:lenta
Израиль обратился к новому верховному лидеру Ирана с требованием,Израиль обратился к новому верховному лидеру Ирана с требованием,Израиль обратился к новому верховному лидеру Ирана с требованием,https://lenta.ru/news/2026/03/17/izrail-obratilsya-k-novomu-verhovnomu-lideru-irana-s-trebovaniem/,2026-03-17 12:51:58,Мир,parsed_rss:lenta
В Белом доме сделали заявление о проходе танкеров через Ормузский пролив,В Белом доме сделали заявление о проходе танкеров через Ормузский пролив,В Белом доме сделали заявление о проходе танкеров через Ормузский пролив,https://lenta.ru/news/2026/03/17/v-belom-dome-sdelali-zayavlenie-o-prohode-tankerov-cherez-ormuzskiy-proliv/,2026-03-17 12:51:00,Мир,parsed_rss:lenta
Сверхтяжелую ракету США выкатят на стартовый стол для пуска с экипажем к Луне,Сверхтяжелую ракету США выкатят на стартовый стол для пуска с экипажем к Луне,Сверхтяжелую ракету США выкатят на стартовый стол для пуска с экипажем к Луне,https://lenta.ru/news/2026/03/17/sverhtyazheluyu-raketu-ssha-vykatyat-na-startovyy-stol-dlya-puska-s-ekipazhem-k-lune/,2026-03-17 12:50:04,Наука и техника,parsed_rss:lenta
Стала известна судьба пропавшей в Москве звезды «Бумера»,Стала известна судьба пропавшей в Москве звезды «Бумера»,Стала известна судьба пропавшей в Москве звезды «Бумера»,https://lenta.ru/news/2026/03/17/stala-izvestna-sudba-propavshey-v-moskve-zvezdy-bumera/,2026-03-17 12:49:30,Культура,parsed_rss:lenta
Части россиян пообещали аномальное тепло,Части россиян пообещали аномальное тепло,Части россиян пообещали аномальное тепло,https://lenta.ru/news/2026/03/17/chasti-rossiyan-poobeschali-anomalnoe-teplo/,2026-03-17 12:48:40,Экономика,parsed_rss:lenta
Пластический хирург показала изуродованную косметологом женщину и впечатлила россиян,Пластический хирург показала изуродованную косметологом женщину и впечатлила россиян,Пластический хирург показала изуродованную косметологом женщину и впечатлила россиян,https://lenta.ru/news/2026/03/17/kosmetolog-izurodovala-rossiyanku/,2026-03-17 12:47:00,Ценности,parsed_rss:lenta
Тело третьего пропавшего под Москвой ребенка нашли в реке спустя 10 дней поисков,Тело третьего пропавшего под Москвой ребенка нашли в реке спустя 10 дней поисков,Тело третьего пропавшего под Москвой ребенка нашли в реке спустя 10 дней поисков,https://lenta.ru/news/2026/03/17/telo-tretiego-propavshego-pod-moskvoy-rebenka-nashli-v-reke-spustya-10-dney-poiskov/,2026-03-17 12:45:00,Россия,parsed_rss:lenta
Еще одна российская авиакомпания запустила распродажу со скидками до 50 процентов,Еще одна российская авиакомпания запустила распродажу со скидками до 50 процентов,Еще одна российская авиакомпания запустила распродажу со скидками до 50 процентов,https://lenta.ru/news/2026/03/17/esche-odna-rossiyskaya-aviakompaniya-zapustila-rasprodazhu-so-skidkami-do-50-protsentov/,2026-03-17 12:44:40,Путешествия,parsed_rss:lenta
Россиянин компенсирует моральный вред изнасилованной 15-летней школьнице,Россиянин компенсирует моральный вред изнасилованной 15-летней школьнице,Россиянин компенсирует моральный вред изнасилованной 15-летней школьнице,https://lenta.ru/news/2026/03/17/rossiyanin-kompensiruet-moralnyy-vred-iznasilovannoy-15-letney-shkolnitse/,2026-03-17 12:44:32,Силовые структуры,parsed_rss:lenta
Лолита выступила против искусственного интеллекта в музыке,Лолита выступила против искусственного интеллекта в музыке,Лолита выступила против искусственного интеллекта в музыке,https://lenta.ru/news/2026/03/17/lolita-vystupila-protiv-iskusstvennogo-intellekta-v-muzyke/,2026-03-17 12:43:23,Культура,parsed_rss:lenta
Жителей Санкт-Петербурга предупредили об отключении мобильного интернета,Жителей Санкт-Петербурга предупредили об отключении мобильного интернета,Жителей Санкт-Петербурга предупредили об отключении мобильного интернета,https://lenta.ru/news/2026/03/17/zhiteley-sankt-peterburga-predupredili-ob-otklyuchenii-mobilnogo-interneta/,2026-03-17 12:43:00,Интернет и СМИ,parsed_rss:lenta
Из Банка Англии уволят почти 500 человек,Из Банка Англии уволят почти 500 человек,Из Банка Англии уволят почти 500 человек,https://lenta.ru/news/2026/03/17/iz-banka-anglii-uvolyat-pochti-500-chelovek/,2026-03-17 12:42:22,Экономика,parsed_rss:lenta
В Иране пригрозили расправой пользователям Starlink,В Иране пригрозили расправой пользователям Starlink,В Иране пригрозили расправой пользователям Starlink,https://lenta.ru/news/2026/03/17/v-irane-prigrozili-raspravoy-polzovatelyam-starlink/,2026-03-17 12:41:15,Мир,parsed_rss:lenta
Украина согласилась чинить «Дружбу» на деньги европейцев,Украина согласилась чинить «Дружбу» на деньги европейцев,Украина согласилась чинить «Дружбу» на деньги европейцев,https://lenta.ru/news/2026/03/17/ukraina-soglasilas-chinit-druzhbu-na-dengi-evropeytsev/,2026-03-17 12:38:00,Мир,parsed_rss:lenta
Россиянин получил три года колонии за сообщение в мессенджере,Россиянин получил три года колонии за сообщение в мессенджере,Россиянин получил три года колонии за сообщение в мессенджере,https://lenta.ru/news/2026/03/17/rossiyanin-poluchil-tri-goda-kolonii-za-soobschenie-v-messendzhere/,2026-03-17 12:35:49,Силовые структуры,parsed_rss:lenta
Три вековых рекорда побили в Москве,Три вековых рекорда побили в Москве,Три вековых рекорда побили в Москве,https://lenta.ru/news/2026/03/17/tri-vekovyh-rekorda-pobili-v-moskve/,2026-03-17 12:35:38,Экономика,parsed_rss:lenta
